Potential (mV) / Current (µA)	testset1	testset2
925.402832	26.400000000000002	64706.399999999994
927.844238	26.700000000000003	65441.69999999999
930.285645	27.000000000000004	66177.0
932.727051	27.300000000000004	66912.3
935.168457	27.600000000000005	67647.60000000002
937.609863	27.9	68382.9
940.05127	28.300000000000004	69363.3
942.492676	28.699999999999996	70343.7
944.934082	28.9	70833.9
947.375488	29.4	72059.4
949.816895	29.7	72794.7
952.258301	30.2	74020.2
954.699707	30.599999999999998	75000.60000000002
957.141113	31.0	75981.0
959.58252	31.4	76961.39999999998
962.023926	31.900000000000002	78186.9
964.465332	32.29999999999999	79167.3
966.906738	32.89999999999999	80637.89999999998
969.348145	33.3	81618.3
971.789551	33.8	82843.79999999999
974.230957	34.4	84314.39999999998
976.672363	34.89999999999999	85539.9
979.11377	35.49999999999999	87010.5
981.555176	35.9	87990.9
983.996582	36.6	89706.59999999999
986.437988	37.1	90932.1
988.879395	37.7	92402.7
991.320801	38.3	93873.3
993.762207	38.900000000000006	95343.9
996.203613	39.6	97059.59999999999
998.64502	40.2	98530.2
1001.086426	40.9	100245.9
998.64502	32.89999999999999	80637.89999999998
996.203613	28.300000000000004	69363.3
993.762207	24.9	61029.9
991.320801	22.0	53922.00000000001
988.879395	19.5	47794.5
986.437988	17.3	42402.3
983.996582	15.299999999999999	37500.30000000001
981.555176	13.500000000000002	33088.5
979.11377	11.8	28921.8
976.672363	10.3	25245.300000000003
974.230957	8.93	21887.43
971.789551	7.68	18823.68
969.348145	6.44	15784.44
966.906738	5.32	13039.32
964.465332	4.279999999999999	10490.279999999999
962.023926	3.4	8333.4
959.58252	2.47	6053.969999999999
957.141113	1.7	4166.7
954.699707	0.9620000000000001	2357.862
952.258301	0.22899999999999998	561.279
949.816895	-0.391	-958.341
947.375488	-0.963	-2360.3129999999996
944.934082	-1.52	-3725.52
942.492676	-1.99	-4877.49
940.05127	-2.43	-5955.93
937.609863	-2.83	-6936.33
935.168457	-3.21	-7867.71
932.727051	-3.4699999999999998	-8504.970000000001
930.285645	-3.75	-9191.25
927.844238	-3.9899999999999998	-9779.49
925.402832	-4.23	-10367.73
922.961426	-4.390000000000001	-10759.89
920.52002	-4.46	-10931.460000000001
918.078613	-4.67	-11446.17
915.637207	-4.69	-11495.19
913.195801	-4.75	-11642.25
910.754395	-4.7700000000000005	-11691.27
908.312988	-4.74	-11617.74
905.871582	-4.79	-11740.29
903.430176	-4.75	-11642.25
900.98877	-4.75	-11642.25
898.547363	-4.76	-11666.76
896.105957	-4.64	-11372.64
893.664551	-4.6	-11274.6
891.223145	-4.5600000000000005	-11176.56
888.781738	-4.5	-11029.5
886.340332	-4.470000000000001	-10955.970000000001
883.898926	-4.43	-10857.93
881.45752	-4.34	-10637.34
879.016113	-4.27	-10465.769999999999
876.574707	-4.25	-10416.75
874.133301	-4.2	-10294.2
871.691895	-4.140000000000001	-10147.140000000001
869.250488	-4.15	-10171.650000000001
866.809082	-4.13	-10122.630000000001
864.3676760000001	-4.07	-9975.57
861.92627	-4.05	-9926.55
859.484863	-4.01	-9828.51
857.043457	-4.0	-9804.0
854.6020510000001	-3.97	-9730.47
852.160645	-3.98	-9754.98
849.719238	-3.9600000000000004	-9705.96
847.277832	-3.9400000000000004	-9656.939999999999
844.8364260000001	-3.95	-9681.449999999999
842.39502	-3.97	-9730.47
839.953613	-3.9600000000000004	-9705.96
837.512207	-3.97	-9730.47
835.0708010000001	-4.03	-9877.53
832.629395	-4.03	-9877.53
830.187988	-4.1	-10049.1
827.746582	-4.09	-10024.59
825.3051760000001	-4.12	-10098.12
822.86377	-4.16	-10196.16
820.422363	-4.2	-10294.2
817.980957	-4.220000000000001	-10343.22
815.5395510000001	-4.279999999999999	-10490.279999999999
813.098145	-4.32	-10588.32
810.656738	-4.380000000000001	-10735.38
808.215332	-4.4399999999999995	-10882.44
805.7739260000001	-4.470000000000001	-10955.970000000001
803.33252	-4.52	-11078.52
800.891113	-4.58	-11225.58
798.449707	-4.61	-11299.109999999999
796.0083010000001	-4.65	-11397.15
793.566895	-4.69	-11495.19
791.125488	-4.72	-11568.72
788.684082	-4.76	-11666.76
786.2426760000001	-4.83	-11838.33
783.80127	-4.86	-11911.86
781.359863	-4.9	-12009.899999999998
778.918457	-4.95	-12132.449999999999
776.4770510000001	-4.989999999999999	-12230.49
774.035645	-5.06	-12402.06
771.594238	-5.090000000000001	-12475.59
769.152832	-5.1499999999999995	-12622.65
766.7114260000001	-5.16	-12647.16
764.27002	-5.21	-12769.710000000001
761.828613	-5.26	-12892.259999999998
759.387207	-5.33	-13063.83
756.9458010000001	-5.36	-13137.36
754.504395	-5.41	-13259.91
752.062988	-5.45	-13357.95
749.621582	-5.48	-13431.480000000001
747.1801760000001	-5.54	-13578.54
744.73877	-5.6	-13725.599999999999
742.297363	-5.66	-13872.66
739.855957	-5.7	-13970.699999999999
737.4145510000001	-5.74	-14068.74
734.973145	-5.76	-14117.76
732.531738	-5.8100000000000005	-14240.310000000001
730.090332	-5.84	-14313.84
727.6489260000001	-5.93	-14534.429999999998
725.20752	-5.95	-14583.449999999999
722.766113	-6.01	-14730.51
720.324707	-6.06	-14853.06
717.8833010000001	-6.12	-15000.12
715.441895	-6.13	-15024.630000000001
713.000488	-6.22	-15245.220000000001
710.559082	-6.2700000000000005	-15367.769999999999
708.1176760000001	-6.3	-15441.299999999997
705.67627	-6.34	-15539.34
703.2348629999999	-6.3999999999999995	-15686.4
700.793457	-6.45	-15808.949999999999
698.3520510000001	-6.5200000000000005	-15980.520000000002
695.9106449999999	-6.54	-16029.539999999999
693.4692379999999	-6.62	-16225.619999999999
691.027832	-6.67	-16348.169999999998
688.5864260000001	-6.7299999999999995	-16495.23
686.1450199999999	-6.79	-16642.29
683.7036129999999	-6.82	-16715.82
681.262207	-6.92	-16960.920000000002
678.8208010000001	-6.97	-17083.47
676.3793949999999	-7.029999999999999	-17230.530000000002
673.9379879999999	-7.09	-17377.589999999997
671.496582	-7.17	-17573.67
669.0551760000001	-7.25	-17769.75
666.6137699999999	-7.26	-17794.26
664.1723629999999	-7.37	-18063.87
661.730957	-7.43	-18210.93
659.2895510000001	-7.53	-18456.03
656.8481449999999	-7.59	-18603.09
654.4067379999999	-7.6899999999999995	-18848.190000000002
651.965332	-7.7700000000000005	-19044.269999999997
649.5239260000001	-7.890000000000001	-19338.39
647.0825199999999	-7.97	-19534.47
644.6411129999999	-8.08	-19804.08
642.199707	-8.2	-20098.2
639.7583010000001	-8.32	-20392.32
637.3168949999999	-8.450000000000001	-20710.949999999997
634.8754879999999	-8.559999999999999	-20980.559999999998
632.434082	-8.74	-21421.74
629.9926760000001	-8.86	-21715.86
627.5512699999999	-8.98	-22009.98
625.1098629999999	-9.16	-22451.16
622.668457	-9.3	-22794.3
620.2270510000001	-9.47	-23210.97
617.7856449999999	-9.67	-23701.170000000002
615.3442379999999	-9.84	-24117.84
612.902832	-10.0	-24510.0
610.4614260000001	-10.2	-25000.2
608.0200199999999	-10.4	-25490.400000000005
605.5786129999999	-10.6	-25980.6
603.137207	-10.9	-26715.9
600.6958010000001	-11.1	-27206.1
598.2543949999999	-11.3	-27696.299999999996
595.8129879999999	-11.5	-28186.5
593.371582	-11.8	-28921.8
590.9301760000001	-12.0	-29412.0
588.4887699999999	-12.2	-29902.2
586.0473629999999	-12.5	-30637.5
583.605957	-12.700000000000001	-31127.699999999997
581.1645510000001	-12.9	-31617.900000000005
578.7231449999999	-13.1	-32108.099999999995
576.2817379999999	-13.4	-32843.4
573.840332	-13.6	-33333.6
571.3989260000001	-13.800000000000002	-33823.80000000001
568.9575199999999	-14.000000000000002	-34314.0
566.5161129999999	-14.2	-34804.2
564.074707	-14.4	-35294.4
561.6333010000001	-14.6	-35784.6
559.1918949999999	-14.800000000000002	-36274.8
556.7504879999999	-14.9	-36519.9
554.309082	-15.1	-37010.1
551.8676760000001	-15.2	-37255.2
549.4262699999999	-15.399999999999999	-37745.4
546.9848629999999	-15.5	-37990.5
544.543457	-15.6	-38235.6
542.1020510000001	-15.7	-38480.69999999999
539.6606449999999	-15.8	-38725.8
537.2192379999999	-15.9	-38970.9
534.777832	-16.0	-39216.0
532.3364260000001	-16.1	-39461.1
529.8950199999999	-16.2	-39706.2
527.453613	-16.3	-39951.3
525.012207	-16.4	-40196.4
522.5708010000001	-16.4	-40196.4
520.1293949999999	-16.5	-40441.50000000001
517.687988	-16.6	-40686.6
515.246582	-16.7	-40931.7
512.8051760000001	-16.7	-40931.7
510.36377	-16.8	-41176.8
507.922363	-16.9	-41421.899999999994
505.480957	-17.0	-41667.0
503.039551	-17.1	-41912.1
500.598145	-17.2	-42157.19999999999
498.156738	-17.3	-42402.3
495.715332	-17.5	-42892.5
493.273926	-17.6	-43137.6
490.83252	-17.7	-43382.700000000004
488.391113	-17.9	-43872.90000000001
485.949707	-18.0	-44118.0
483.508301	-18.2	-44608.2
481.066895	-18.4	-45098.4
478.625488	-18.6	-45588.6
476.184082	-18.8	-46078.8
473.742676	-19.0	-46569.0
471.30127	-19.2	-47059.2
468.859863	-19.4	-47549.40000000001
466.418457	-19.6	-48039.59999999999
463.977051	-19.9	-48774.9
461.535645	-20.0	-49020.0
459.094238	-20.3	-49755.3
456.652832	-20.5	-50245.5
454.211426	-20.8	-50980.80000000001
451.77002	-21.0	-51471.0
449.328613	-21.3	-52206.299999999996
446.887207	-21.5	-52696.5
444.445801	-21.8	-53431.8
442.00439500000005	-22.1	-54167.1
439.562988	-22.3	-54657.299999999996
437.121582	-22.6	-55392.59999999999
434.680176	-22.9	-56127.9
432.23877000000005	-23.1	-56618.100000000006
429.797363	-23.4	-57353.4
427.355957	-23.7	-58088.69999999999
424.914551	-24.1	-59069.100000000006
422.47314500000005	-24.299999999999997	-59559.30000000001
420.031738	-24.7	-60539.7
417.590332	-25.0	-61275.0
415.148926	-25.400000000000002	-62255.399999999994
412.70752000000005	-25.8	-63235.80000000001
410.266113	-26.2	-64216.19999999999
407.824707	-26.6	-65196.600000000006
405.383301	-27.1	-66422.09999999999
402.94189500000005	-27.699999999999996	-67892.7
400.500488	-28.2	-69118.20000000001
398.059082	-28.699999999999996	-70343.7
395.617676	-29.4	-72059.4
393.17627000000005	-29.999999999999996	-73530.0
390.734863	-30.7	-75245.7
388.293457	-31.5	-77206.50000000001
385.852051	-32.2	-78922.2
383.41064500000005	-33.1	-81128.1
380.969238	-34.0	-83334.0
378.527832	-35.0	-85785.0
376.086426	-36.099999999999994	-88481.1
373.64502000000005	-37.3	-91422.30000000002
371.203613	-38.4	-94118.4
368.762207	-39.8	-97549.8
366.32080099999996	-41.2	-100981.20000000001
363.87939500000005	-42.8	-104902.8
361.437988	-44.5	-109069.5
358.996582	-46.4	-113726.4
356.55517599999996	-48.5	-118873.5
354.11377000000005	-50.5	-123775.50000000001
351.672363	-53.1	-130148.09999999999
349.230957	-55.7	-136520.7
346.78955099999996	-58.8	-144118.8
344.34814500000005	-62.4	-152942.4
341.906738	-66.7	-163481.7
339.465332	-72.0	-176472.0
337.02392599999996	-78.7	-192893.7
334.58252000000005	-88.0	-215688.00000000003
332.141113	-101.715	-249303.465
329.699707	-121.79599999999999	-298521.996
327.25830099999996	-148.529	-364044.57899999997
324.816895	-180.389	-442133.43899999995
322.375488	-212.799	-521570.349
319.934082	-241.455	-591806.2050000001
317.49267599999996	-261.96299999999997	-642071.313
315.05127	-271.24	-664809.24
312.609863	-267.975	-656806.7250000001
310.168457	-252.777	-619556.427
307.72705099999996	-229.00400000000002	-561288.804
305.285645	-201.56900000000002	-494045.619
302.844238	-175.56799999999998	-430317.16799999995
300.402832	-154.022	-377507.9220000001
297.96142599999996	-137.482	-336968.382
295.52002	-124.57300000000001	-305328.423
293.078613	-114.50200000000001	-280644.402
290.637207	-106.415	-260823.16500000004
288.19580099999996	-99.7	-244364.69999999998
285.754395	-94.1	-230639.1
283.312988	-89.2	-218629.19999999998
280.871582	-85.1	-208580.09999999998
278.43017599999996	-81.49999999999999	-199756.5
275.98877	-78.2	-191668.2
273.547363	-75.3	-184560.3
271.105957	-72.69999999999999	-178187.7
268.66455099999996	-70.3	-172305.3
266.223145	-68.2	-167158.2
263.781738	-66.3	-162501.3
261.340332	-64.5	-158089.5
258.898926	-62.8	-153922.79999999996
256.45752	-61.199999999999996	-150001.20000000004
254.016113	-59.8	-146569.8
251.574707	-58.4	-143138.4
249.133301	-57.20000000000001	-140197.2
246.691895	-56.00000000000001	-137256.0
244.250488	-54.89999999999999	-134559.9
241.809082	-53.900000000000006	-132108.9
239.36767600000002	-52.900000000000006	-129657.9
236.92627	-52.1	-127697.1
234.484863	-51.199999999999996	-125491.2
232.043457	-50.4	-123530.39999999998
229.602051	-49.70000000000001	-121814.7
227.160645	-48.9	-119853.9
224.719238	-48.2	-118138.20000000001
222.277832	-47.60000000000001	-116667.6
219.836426	-47.0	-115197.00000000001
217.39502	-46.1	-112991.1
214.953613	-45.7	-112010.7
212.512207	-45.1	-110540.1
210.070801	-44.6	-109314.59999999999
207.629395	-44.2	-108334.2
205.187988	-43.7	-107108.7
202.746582	-43.20000000000001	-105883.19999999998
200.305176	-42.8	-104902.8
197.86377	-42.49999999999999	-104167.5
195.422363	-42.10000000000001	-103187.1
192.980957	-41.8	-102451.8
190.539551	-41.4	-101471.4
188.098145	-41.1	-100736.1
185.656738	-40.8	-100000.8
183.215332	-40.6	-99510.6
180.773926	-40.3	-98775.30000000002
178.33252	-40.0	-98040.0
175.891113	-39.8	-97549.8
173.449707	-39.6	-97059.59999999999
171.008301	-39.4	-96569.4
168.566895	-39.2	-96079.19999999998
166.125488	-38.900000000000006	-95343.9
163.684082	-38.8	-95098.80000000002
161.24267600000002	-38.699999999999996	-94853.69999999998
158.80127	-38.4	-94118.4
156.359863	-38.3	-93873.3
153.918457	-38.2	-93628.2
151.477051	-38.099999999999994	-93383.09999999999
149.035645	-38.0	-93138.0
146.594238	-37.8	-92647.8
144.152832	-37.7	-92402.7
141.711426	-37.7	-92402.7
139.27002	-37.6	-92157.6
136.82861300000002	-37.5	-91912.5
134.387207	-37.4	-91667.4
131.945801	-37.3	-91422.30000000002
129.504395	-37.2	-91177.2
127.062988	-37.2	-91177.2
124.621582	-37.1	-90932.1
122.18017599999999	-37.1	-90932.1
119.73877	-37.0	-90687.0
117.297363	-37.0	-90687.0
114.855957	-36.900000000000006	-90441.9
112.41455099999999	-36.900000000000006	-90441.9
109.973145	-36.8	-90196.8
107.531738	-36.8	-90196.8
105.090332	-36.7	-89951.7
102.64892599999999	-36.7	-89951.7
100.20752	-36.7	-89951.7
97.766113	-36.6	-89706.59999999999
95.324707	-36.6	-89706.59999999999
92.88330099999999	-36.6	-89706.59999999999
90.441895	-36.5	-89461.5
88.000488	-36.5	-89461.5
85.559082	-36.5	-89461.5
83.11767599999999	-36.5	-89461.5
80.67627	-36.4	-89216.4
78.234863	-36.4	-89216.4
75.793457	-36.4	-89216.4
73.35205099999999	-36.300000000000004	-88971.3
70.91064500000002	-36.300000000000004	-88971.3
68.46923800000002	-36.300000000000004	-88971.3
66.02783199999999	-36.300000000000004	-88971.3
63.58642599999999	-36.2	-88726.2
61.14502000000002	-36.2	-88726.2
58.70361300000002	-36.099999999999994	-88481.1
56.26220699999999	-36.099999999999994	-88481.1
53.82080099999999	-36.099999999999994	-88481.1
51.37939500000002	-36.0	-88236.0
48.93798800000002	-36.0	-88236.0
46.49658199999999	-36.0	-88236.0
44.05517599999999	-36.0	-88236.0
41.61377000000002	-35.9	-87990.9
39.17236300000002	-35.9	-87990.9
36.73095699999999	-35.9	-87990.9
34.28955099999999	-35.8	-87745.80000000002
31.848145000000017	-35.8	-87745.80000000002
29.40673800000002	-35.8	-87745.80000000002
26.96533199999999	-35.70000000000001	-87500.7
24.523926000000017	-35.70000000000001	-87500.7
22.082520000000017	-35.70000000000001	-87500.7
19.64111300000002	-35.70000000000001	-87500.7
17.19970699999999	-35.70000000000001	-87500.7
14.758301000000017	-35.6	-87255.6
12.316895000000017	-35.6	-87255.6
9.875488000000018	-35.6	-87255.6
7.434081999999989	-35.6	-87255.6
4.992676000000017	-35.6	-87255.6
2.5512700000000166	-35.6	-87255.6
0.10986300000001847	-35.49999999999999	-87010.5
-2.3315430000000106	-35.49999999999999	-87010.5
0.10986300000001847	-32.2	-78922.2
2.5512700000000166	-30.299999999999997	-74265.3
4.992676000000017	-28.8	-70588.8
7.434081999999989	-27.699999999999996	-67892.7
9.875488000000018	-26.6	-65196.600000000006
12.316895000000017	-25.700000000000003	-62990.7
14.758301000000017	-24.9	-61029.9
17.19970699999999	-24.2	-59314.19999999999
19.64111300000002	-23.5	-57598.50000000001
22.082520000000017	-22.8	-55882.799999999996
24.523926000000017	-22.2	-54412.2
26.96533199999999	-21.600000000000005	-52941.59999999999
29.40673800000002	-21.0	-51471.0
31.848145000000017	-20.5	-50245.5
34.28955099999999	-20.0	-49020.0
36.73095699999999	-19.4	-47549.40000000001
39.17236300000002	-18.9	-46323.9
41.61377000000002	-18.5	-45343.5
44.05517599999999	-18.0	-44118.0
46.49658199999999	-17.5	-42892.5
48.93798800000002	-17.2	-42157.19999999999
51.37939500000002	-16.7	-40931.7
53.82080099999999	-16.3	-39951.3
56.26220699999999	-15.9	-38970.9
58.70361300000002	-15.5	-37990.5
61.14502000000002	-15.1	-37010.1
63.58642599999999	-14.7	-36029.7
66.02783199999999	-14.300000000000002	-35049.3
68.46923800000002	-13.9	-34068.9
70.91064500000002	-13.500000000000002	-33088.5
73.35205099999999	-13.200000000000001	-32353.199999999997
75.793457	-12.799999999999999	-31372.8
78.234863	-12.5	-30637.5
80.67627	-12.1	-29657.099999999995
83.11767599999999	-11.8	-28921.8
85.559082	-11.4	-27941.399999999998
88.000488	-11.1	-27206.1
90.441895	-10.7	-26225.7
92.88330099999999	-10.4	-25490.400000000005
95.324707	-10.1	-24755.1
97.766113	-9.75	-23897.25
100.20752	-9.45	-23161.95
102.64892599999999	-9.13	-22377.629999999997
105.090332	-8.780000000000001	-21519.78
107.531738	-8.47	-20759.969999999998
109.973145	-8.19	-20073.690000000002
112.41455099999999	-7.869999999999999	-19289.37
114.855957	-7.6	-18627.6
117.297363	-7.220000000000001	-17696.219999999998
119.73877	-6.95	-17034.45
122.18017599999999	-6.63	-16250.130000000001
124.621582	-6.34	-15539.34
127.062988	-6.04	-14804.039999999999
129.504395	-5.77	-14142.27
131.945801	-5.45	-13357.95
134.387207	-5.14	-12598.140000000001
136.82861300000002	-4.819999999999999	-11813.82
139.27002	-4.58	-11225.58
141.711426	-4.279999999999999	-10490.279999999999
144.152832	-4.02	-9853.02
146.594238	-3.7199999999999998	-9117.72
149.035645	-3.46	-8480.460000000001
151.477051	-3.17	-7769.67
153.918457	-2.92	-7156.92
156.359863	-2.58	-6323.58
158.80127	-2.2800000000000002	-5588.28
161.24267600000002	-2.02	-4951.02
163.684082	-1.73	-4240.2300000000005
166.125488	-1.5	-3676.5
168.566895	-1.18	-2892.18
171.008301	-0.972	-2382.3720000000003
173.449707	-0.6880000000000001	-1686.288
175.891113	-0.41600000000000004	-1019.6160000000001
178.33252	-0.15	-367.65000000000003
180.773926	0.171	419.121
183.215332	0.39899999999999997	977.9489999999998
185.656738	0.719	1762.269
188.098145	0.9490000000000001	2325.9990000000003
190.539551	1.22	2990.2200000000003
192.980957	1.51	3701.0099999999998
195.422363	1.79	4387.29
197.86377	2.05	5024.55
200.305176	2.32	5686.32
202.746582	2.5900000000000003	6348.09
205.187988	2.8600000000000003	7009.86
207.629395	3.1	7598.100000000001
210.070801	3.41	8357.91
212.512207	3.73	9142.23
214.953613	3.9400000000000004	9656.939999999999
217.39502	4.23	10367.73
219.836426	4.4399999999999995	10882.44
222.277832	4.68	11470.68
224.719238	4.989999999999999	12230.49
227.160645	5.2700000000000005	12916.769999999999
229.602051	5.6	13725.599999999999
232.043457	5.85	14338.35
234.484863	6.2	15196.200000000003
236.92627	6.44	15784.44
239.36767600000002	6.79	16642.29
241.809082	7.07	17328.57
244.250488	7.390000000000001	18112.89
246.691895	7.6899999999999995	18848.190000000002
249.133301	8.11	19877.61
251.574707	8.3	20343.3
254.016113	8.69	21299.19
256.45752	9.08	22255.08
258.898926	9.49	23259.99
261.340332	9.79	23995.289999999997
263.781738	10.2	25000.2
266.223145	10.6	25980.6
268.66455099999996	11.0	26961.000000000004
271.105957	11.5	28186.5
273.547363	12.0	29412.0
275.98877	12.4	30392.400000000005
278.43017599999996	12.9	31617.900000000005
280.871582	13.4	32843.4
283.312988	14.000000000000002	34314.0
285.754395	14.499999999999998	35539.5
288.19580099999996	15.1	37010.1
290.637207	15.7	38480.69999999999
293.078613	16.3	39951.3
295.52002	17.0	41667.0
297.96142599999996	17.6	43137.6
300.402832	18.4	45098.4
302.844238	19.2	47059.2
305.285645	20.0	49020.0
307.72705099999996	21.0	51471.0
310.168457	21.9	53676.9
312.609863	22.9	56127.9
315.05127	24.0	58824.0
317.49267599999996	25.3	62010.3
319.934082	26.5	64951.49999999999
322.375488	27.9	68382.9
324.816895	29.7	72794.7
327.25830099999996	31.7	77696.7
329.699707	33.699999999999996	82598.7
332.141113	36.2	88726.2
334.58252000000005	39.1	95834.1
337.02392599999996	42.6	104412.59999999999
339.465332	46.7	114461.7
341.906738	51.400000000000006	125981.4
344.34814500000005	56.60000000000001	138726.6
346.78955099999996	62.5	153187.5
349.230957	68.8	168628.79999999996
351.672363	75.3	184560.3
354.11377000000005	82.0	200982.0
356.55517599999996	88.59999999999998	217158.60000000003
358.996582	95.49999999999999	234070.5
361.437988	102.081	250200.53100000002
363.87939500000005	108.368	265609.96800000005
366.32080099999996	114.319	280195.869
368.762207	119.81200000000001	293659.212
371.203613	125.0	306375.0
373.64502000000005	129.608	317669.208
376.086426	133.606	327468.30600000004
378.527832	137.024	335845.82399999996
380.969238	139.618	342203.718
383.41064500000005	141.632	347140.03200000006
385.852051	142.67	349684.17000000004
388.293457	143.188	350953.788
390.734863	142.822	350056.72200000007
393.17627000000005	141.876	347738.076
395.617676	140.076	343326.276
398.059082	137.695	337490.44499999995
400.500488	134.644	330012.44399999996
402.94189500000005	130.98100000000002	321034.431
405.383301	126.70899999999999	310563.759
407.824707	121.97899999999998	298970.529
410.266113	116.73	286105.23
412.70752000000005	111.176	272492.37600000005
415.148926	105.591	258803.54100000003
417.590332	100.006	245114.706
420.031738	94.6	231864.60000000003
422.47314500000005	89.4	219119.4
424.914551	84.6	207354.60000000003
427.355957	80.0	196080.0
429.797363	75.9	186030.9
432.23877000000005	72.0	176472.0
434.680176	68.50000000000001	167893.5
437.121582	65.2	159805.2
439.562988	62.3	152697.30000000002
442.00439500000005	59.6	146079.6
444.445801	57.10000000000001	139952.1
446.887207	54.79999999999999	134314.8
449.328613	52.7	129167.7
451.77002	50.800000000000004	124510.79999999999
454.211426	49.0	120099.0
456.652832	47.49999999999999	116422.49999999999
459.094238	46.0	112746.0
461.535645	44.6	109314.59999999999
463.977051	43.4	106373.4
466.418457	42.3	103677.30000000002
468.859863	41.2	100981.20000000001
471.30127	40.2	98530.2
473.742676	39.2	96079.19999999998
476.184082	38.4	94118.4
478.625488	37.5	91912.5
481.066895	36.8	90196.8
483.508301	36.099999999999994	88481.1
485.949707	35.4	86765.40000000001
488.391113	34.8	85294.8
490.83252	34.2	83824.2
493.273926	33.6	82353.6
495.715332	33.1	81128.1
498.156738	32.7	80147.7
500.598145	32.29999999999999	79167.3
503.039551	31.900000000000002	78186.9
505.480957	31.5	77206.50000000001
507.922363	31.099999999999998	76226.1
510.36377	30.799999999999997	75490.8
512.8051760000001	30.5	74755.49999999999
515.246582	30.2	74020.2
517.687988	29.999999999999996	73530.0
520.1293949999999	29.7	72794.7
522.5708010000001	29.600000000000005	72549.6
525.012207	29.4	72059.4
527.453613	29.2	71569.2
529.8950199999999	28.999999999999996	71079.0
532.3364260000001	28.9	70833.9
534.777832	28.8	70588.8
537.2192379999999	28.699999999999996	70343.7
539.6606449999999	28.600000000000005	70098.6
542.1020510000001	28.600000000000005	70098.6
544.543457	28.499999999999996	69853.5
546.9848629999999	28.499999999999996	69853.5
549.4262699999999	28.4	69608.4
551.8676760000001	28.4	69608.4
554.309082	28.4	69608.4
556.7504879999999	28.4	69608.4
559.1918949999999	28.4	69608.4
561.6333010000001	28.4	69608.4
564.074707	28.300000000000004	69363.3
566.5161129999999	28.4	69608.4
568.9575199999999	28.4	69608.4
571.3989260000001	28.4	69608.4
573.840332	28.4	69608.4
576.2817379999999	28.4	69608.4
578.7231449999999	28.4	69608.4
581.1645510000001	28.300000000000004	69363.3
583.605957	28.300000000000004	69363.3
586.0473629999999	28.300000000000004	69363.3
588.4887699999999	28.2	69118.20000000001
590.9301760000001	28.2	69118.20000000001
593.371582	28.1	68873.1
595.8129879999999	28.000000000000004	68628.0
598.2543949999999	27.9	68382.9
600.6958010000001	27.8	68137.8
603.137207	27.699999999999996	67892.7
605.5786129999999	27.5	67402.5
608.0200199999999	27.399999999999995	67157.4
610.4614260000001	27.2	66667.2
612.902832	27.1	66422.09999999999
615.3442379999999	26.899999999999995	65931.90000000001
617.7856449999999	26.700000000000003	65441.69999999999
620.2270510000001	26.5	64951.49999999999
622.668457	26.3	64461.299999999996
625.1098629999999	26.1	63971.100000000006
627.5512699999999	25.9	63480.899999999994
629.9926760000001	25.700000000000003	62990.7
632.434082	25.5	62500.5
634.8754879999999	25.3	62010.3
637.3168949999999	25.1	61520.1
639.7583010000001	24.9	61029.9
642.199707	24.7	60539.7
644.6411129999999	24.5	60049.5
647.0825199999999	24.299999999999997	59559.30000000001
649.5239260000001	24.1	59069.100000000006
651.965332	24.0	58824.0
654.4067379999999	23.800000000000004	58333.8
656.8481449999999	23.6	57843.6
659.2895510000001	23.5	57598.50000000001
661.730957	23.3	57108.30000000001
664.1723629999999	23.2	56863.2
666.6137699999999	23.1	56618.100000000006
669.0551760000001	22.9	56127.9
671.496582	22.8	55882.799999999996
673.9379879999999	22.7	55637.7
676.3793949999999	22.6	55392.59999999999
678.8208010000001	22.4	54902.399999999994
681.262207	22.4	54902.399999999994
683.7036129999999	22.3	54657.299999999996
686.1450199999999	22.2	54412.2
688.5864260000001	22.1	54167.1
691.027832	22.0	53922.00000000001
693.4692379999999	21.9	53676.9
695.9106449999999	21.8	53431.8
698.3520510000001	21.7	53186.7
700.793457	21.7	53186.7
703.2348629999999	21.600000000000005	52941.59999999999
705.67627	21.600000000000005	52941.59999999999
708.1176760000001	21.5	52696.5
710.559082	21.4	52451.4
713.000488	21.4	52451.4
715.441895	21.3	52206.299999999996
717.8833010000001	21.3	52206.299999999996
720.324707	21.2	51961.2
722.766113	21.2	51961.2
725.20752	21.2	51961.2
727.6489260000001	21.1	51716.09999999999
730.090332	21.1	51716.09999999999
732.531738	21.0	51471.0
734.973145	21.0	51471.0
737.4145510000001	21.0	51471.0
739.855957	20.9	51225.9
742.297363	20.9	51225.9
744.73877	20.9	51225.9
747.1801760000001	20.8	50980.80000000001
749.621582	20.8	50980.80000000001
752.062988	20.8	50980.80000000001
754.504395	20.8	50980.80000000001
756.9458010000001	20.8	50980.80000000001
759.387207	20.7	50735.7
761.828613	20.7	50735.7
764.27002	20.7	50735.7
766.7114260000001	20.7	50735.7
769.152832	20.7	50735.7
771.594238	20.7	50735.7
774.035645	20.7	50735.7
776.4770510000001	20.7	50735.7
778.918457	20.7	50735.7
781.359863	20.7	50735.7
783.80127	20.7	50735.7
786.2426760000001	20.7	50735.7
788.684082	20.7	50735.7
791.125488	20.7	50735.7
793.566895	20.7	50735.7
796.0083010000001	20.7	50735.7
798.449707	20.8	50980.80000000001
800.891113	20.8	50980.80000000001
803.33252	20.8	50980.80000000001
805.7739260000001	20.8	50980.80000000001
808.215332	20.8	50980.80000000001
